Entity,Year,Code,Continent,Population,GDP per capita [$],PEC [TWh],Oil,Coal,Gas,Hydropower,Nuclear,Solar,Wind,Other renewables,Biofuels and Waste,Transport S,Industry S,Residential S,Commercial and public services S,Agriculture/Forestry S,Non-energy use S,Non-specified S
,1998,CZE,Europe,10294373,2.11E+14,464.8449316,98.56336639,237.0022341,89.38025,3.673684211,34.68066,0,0,,,,,,,,,
,1999,CZE,Europe,10283860,2.47E+14,445.4219434,98.23870056,215.9442002,89.8605,4.423684211,35.15749,0,0,,,,,,,,,
,2000,CZE,Europe,10255063,2.89E+13,470.9489505,95.24451917,246.7169592,87.22675,4.626315789,35.77388,0,0,,,,,,,,,
,2001,CZE,Europe,10216605,2.81E+14,481.6522749,100.5355169,242.1303896,93.414,5.405263158,38.81394737,0,0.000526316,,,,,,,,,
,2002,CZE,Europe,10196916,2.77E+14,482.6854193,97.60907694,237.6306844,90.2725,6.557894737,49.31105263,0,0.004210526,,,,,,,,,
,2003,CZE,Europe,10193998,3.19E+14,510.1063153,104.3565925,241.5218149,91.20475,3.639473684,68.08394737,0,0.010263158,,,,,,,,,
,2004,CZE,Europe,10197101,3.66E+14,523.1120091,114.5066589,241.8883344,90.57325,5.313421053,69.27552632,0.000263158,0.026052632,,,,,,,,,
,2005,CZE,Europe,10211216,4.02E+14,515.5789925,119.1932583,233.6969183,89.591,6.262921053,65.07263158,0.000178947,0.056,,,,,,,,,
,2006,CZE,Europe,10238905,4.45E+14,525.8392569,117.7640014,241.9752686,88.31275,6.712447368,68.54342105,0.000447368,0.129934211,,,,,,,,,
,2007,CZE,Europe,10298828,4.22E+14,520.4497892,116.9453111,241.5147439,84.1855,5.471942105,68.87394737,0.004615789,0.329205263,,,,,,,,,
,2008,CZE,Europe,10384603,4.04E+14,511.1143195,118.9273617,229.0496052,83.42825,5.327197368,69.87105263,0.034044737,0.643844737,,,,,,,,,
,2009,CZE,Europe,10443936,4.06E+14,490.7849985,116.1903383,211.5761234,79.1335,6.393736842,71.59947368,0.233702632,0.758071053,,,,,,,,,
,2010,CZE,Europe,10474410,4.41E+14,511.7648903,110.3901336,218.381162,93.84875,7.340526316,73.65315789,1.620268421,0.882876316,,,,,,,,,
,2011,CZE,Europe,10496088,4.5E+14,500.5585859,112.5982892,214.9886677,79.1905,5.616052632,74.42789474,5.573684211,1.044210526,,,,,,,,,
,2012,CZE,Europe,10510785,5.73E+14,498.1012862,110.8800399,206.1491699,79.7365,5.872368421,79.80052632,5.718684211,1.098157895,,,,,,,,,
,2013,CZE,Europe,10514272,5.07E+14,489.125399,106.1876476,196.504504,80.78675,7.516842105,80.90868421,5.447894737,1.258684211,,,,,,,,,
,2014,CZE,Europe,10525347,5.2E+13,478.8425022,112.5755849,190.4358304,71.898,5.024210526,79.80236842,5.586578947,1.253947368,,,,,,,,,
,2015,CZE,Europe,10546059,5.25E+14,470.9353285,110.2489213,189.8611572,75.3945,4.723157895,70.63368421,5.957368421,1.506842105,,,,,,,,,
,2016,CZE,Europe,10566332,5.89E+14,463.9784191,103.0155463,191.2072018,81.59975,5.264473684,63.43210526,5.607894737,1.307894737,,,,,,,,,
,2017,CZE,Europe,10594438,6.6E+14,485.7048211,120.7366321,181.3307732,83.74775,4.919736842,74.57789474,5.772021053,1.555363158,,,,,,,,,
