Entity,Year,Code,Continent,Population,GDP per capita [$],PEC [TWh],Oil,Coal,Gas,Hydropower,Nuclear,Solar,Wind,Other renewables,Biofuels and Waste,Transport S,Industry S,Residential S,Commercial and public services S,Agriculture/Forestry S,Non-energy use S,Non-specified S
,1961,TTO,North America,864818,,,,,,,,,,,,,,,,,,
,1962,TTO,North America,879441,,,,,,,,,,,,,,,,,,
,1963,TTO,North America,891944,,,,,,,,,,,,,,,,,,
,1964,TTO,North America,902613,,,,,,,,,,,,,,,,,,
,1965,TTO,North America,911737,,34.43266379,22.19790379,0,12.23476,0,0,0,0,,,,,,,,,
,1966,TTO,North America,919217,,36.70505356,22.35363356,0,14.35142,0,0,0,0,,,,,,,,,
,1967,TTO,North America,925235,,39.16189438,23.32183438,0,15.84006,0,0,0,0,,,,,,,,,
,1968,TTO,North America,930795,,40.38805763,23.76878763,0,16.61927,0,0,0,0,,,,,,,,,
,1969,TTO,North America,937186,,41.63059653,24.91828653,0,16.71231,0,0,0,0,,,,,,,,,
,1970,TTO,North America,945360,,44.68058182,25.56086182,0,19.11972,0,0,0,0,,,,,,,,,
,1971,TTO,North America,955741,,45.14053665,26.41343139,0,18.635,0,0,0,0,,,,,,,,,
,1972,TTO,North America,968136,,62.22451387,42.87165861,0,19.26075,0,0,0,0,,,,,,,,,
,1973,TTO,North America,982010,,61.72050885,43.14619306,0,18.498,0,0,0,0,,,,,,,,,
,1974,TTO,North America,996493,,59.45070225,42.48516278,0,16.89975,0,0,0,0,,,,,,,,,
,1975,TTO,North America,1010936,,47.90182965,32.48155333,0,15.35975,0,0,0,0,,,,,,,,,
,1976,TTO,North America,1025107,,53.86284667,36.52459667,0,17.28825,0,0,0,0,,,,,,,,,
,1977,TTO,North America,1039212,,56.03733354,35.65530722,0,20.3215,0,0,0,0,,,,,,,,,
,1978,TTO,North America,1053558,,56.41931801,32.08275222,0,24.26025,0,0,0,0,,,,,,,,,
,1979,TTO,North America,1068640,,49.84736107,24.69454528,0,25.0765,0,0,0,0,,,,,,,,,
,1980,TTO,North America,1084744,,47.93567577,19.53475472,0,28.3325,0,0,0,0,,,,,,,,,
,1981,TTO,North America,1101983,,50.62011556,19.36061556,0,31.2095,0,0,0,0,,,,,,,,,
,1982,TTO,North America,1120020,,59.4535237,21.47490528,0,37.93125,0,0,0,0,,,,,,,,,
,1983,TTO,North America,1138071,,58.00834249,18.66898722,0,39.29725,0,0,0,0,,,,,,,,,
,1984,TTO,North America,1155074,,57.17950108,15.96929056,0,41.176,0,0,0,0,,,,,,,,,
,1985,TTO,North America,1170285,,59.09269184,16.895955,0,42.152,0,0,0,0,,,,,,,,,
,1986,TTO,North America,1183381,,61.43678077,18.23385972,0,43.1345,0,0,0,0,,,,,,,,,
,1987,TTO,North America,1194541,,57.99638839,12.22130944,0,45.6935,0,0,0,0,,,,,,,,,
,1988,TTO,North America,1204153,,63.73887791,11.07357528,0,52.59425,0,0,0,0,,,,,,,,,
,1989,TTO,North America,1212857,,62.70684105,9.94367,0,52.69475,0,0,0,0,,,,,,,,,
,1990,TTO,North America,1221116,,69.58257284,14.86724389,0,54.63375,0,0,0,0,,,,,,,,,
,1991,TTO,North America,1229103,,69.3748502,13.95740611,0,55.35165462,0,0,0,0,,,,,,,,,
,1992,TTO,North America,1236683,,73.42962831,19.86266972,0,53.48801122,0,0,0,0,,,,,,,,,
,1993,TTO,North America,1243616,,77.40183428,17.29501222,0,60.03313784,0,0,0,0,,,,,,,,,
,1994,TTO,North America,1249520,,82.02533672,13.18390667,0,68.75721953,0,0,0,0,,,,,,,,,
,1995,TTO,North America,1254200,,88.95346379,15.05340028,0,73.81322141,0,0,0,0,,,,,,,,,
,1996,TTO,North America,1257549,,100.7917206,17.40293722,0,83.34404657,0,0,0,0,,,,,,,,,
,1997,TTO,North America,1259848,,100.765089,10.27435611,0,90.44336443,0,0,0,0,,,,,,,,,
,1998,TTO,North America,1261695,,102.2809298,11.79019694,0,90.44336443,0,0,0,0,,,,,,,,,
,1999,TTO,North America,1263933,,113.6789657,20.85421056,0,92.77738673,0,0,0,0,,,,,,,,,
,2000,TTO,North America,1267153,,112.1454045,20.64079438,0,91.45171541,0,0,0.000263158,0,,,,,,,,,
,2001,TTO,North America,1271632,,124.8747919,19.18290052,0,105.6139966,0,0,0.001578947,0,,,,,,,,,
,2002,TTO,North America,1277213,,134.4452039,21.74687562,0,112.6272756,0,0,0.002631579,0,,,,,,,,,
,2003,TTO,North America,1283559,,141.6177221,20.74758182,0,120.834614,0,0,0.003947368,0,,,,,,,,,
,2004,TTO,North America,1290123,,155.7403893,22.76426244,0,132.909811,0,0,0.005789474,0,,,,,,,,,
,2005,TTO,North America,1296502,,167.8487679,20.10963715,0,147.6751834,0,0,0.006052632,0,,,,,,,,,
,2006,TTO,North America,1302561,,179.5340136,21.98620986,0,157.4222774,0,0,0.007105263,0,,,,,,,,,
,2007,TTO,North America,1308451,,189.9588344,25.0171676,0,164.8840352,0,0,0.007631579,0,,,,,,,,,
,2008,TTO,North America,1314443,,184.5234271,26.62458237,0,157.8380553,0,0,0.008157895,0,,,,,,,,,
,2009,TTO,North America,1320930,,186.5791189,25.51396963,0,161.0059387,0,0,0.009210526,0,,,,,,,,,
,2010,TTO,North America,1328147,,203.5497742,26.45826069,0,177.0809872,0,0,0.010526316,0,,,,,,,,,
,2011,TTO,North America,1336178,,204.5312181,24.84927354,0,179.6714182,0,0,0.010526316,0,,,,,,,,,
,2012,TTO,North America,1344817,,194.4609676,23.72959425,0,170.720847,0,0,0.010526316,0,,,,,,,,,
,2013,TTO,North America,1353700,,200.1966252,26.49404364,0,173.6920552,0,0,0.010526316,0,,,,,,,,,
,2014,TTO,North America,1362342,,194.8342712,24.38988372,0,170.4338612,0,0,0.010526316,0,,,,,,,,,
,2015,TTO,North America,1370328,,196.883438,26.7213922,0,170.1515195,0,0,0.010526316,0,,,,,,,,,
,2016,TTO,North America,1377564,,179.3315424,28.2750875,0,151.0459286,0,0,0.010526316,0,,,,,,,,,
,2017,TTO,North America,1384072,,177.2963467,24.66129692,0,152.6245522,0,0,0.010497555,0,,,,,,,,,
,2018,TTO,North America,1389858,,177.488094,24.44708827,0,153.0305082,0,0,0.010497555,0,,,,,,,,,
Tunisia,1960,TUN,Africa,4178236,,,,,,,,,,,,,,,,,,
,1961,TUN,Africa,4238142,,,,,,,,,,,,,,,,,,
,1962,TUN,Africa,4305481,,,,,,,,,,,,,,,,,,
,1963,TUN,Africa,4380068,,,,,,,,,,,,,,,,,,
,1964,TUN,Africa,4461114,,,,,,,,,,,,,,,,,,
,1965,TUN,Africa,4547941,,,,,,,,,,,,,,,,,,
,1966,TUN,Africa,4641000,,,,,,,,,,,,,,,,,,
,1967,TUN,Africa,4740511,,,,,,,,,,,,,,,,,,
,1968,TUN,Africa,4845219,,,,,,,,,,,,,,,,,,
,1969,TUN,Africa,4953390,,,,,,,,,,,,,,,,,,
,1970,TUN,Africa,5063809,,,,,,,,,,,,,,,,,,
,1971,TUN,Africa,5176295,,,,,,,,,,,,,,,,,,
,1972,TUN,Africa,5291338,,,,,,,,,,,,,,,,,,
,1973,TUN,Africa,5409343,,,,,,,,,,,,,,,,,,
,1974,TUN,Africa,5530975,,,,,,,,,,,,,,,,,,
,1975,TUN,Africa,5656914,,,,,,,,,,,,,,,,,,
,1976,TUN,Africa,5786478,,,,,,,,,,,,,,,,,,
,1977,TUN,Africa,5919965,,,,,,,,,,,,,,,,,,
,1978,TUN,Africa,6060151,,,,,,,,,,,,,,,,,,
,1979,TUN,Africa,6210756,,,,,,,,,,,,,,,,,,
,1980,TUN,Africa,6374039,,,,,,,,,,,,,,,,,,
,1981,TUN,Africa,6551231,,,,,,,,,,,,,,,,,,
,1982,TUN,Africa,6740529,,,,,,,,,,,,,,,,,,
,1983,TUN,Africa,6937331,,,,,,,,,,,,,,,,,,
,1984,TUN,Africa,7135270,,,,,,,,,,,,,,,,,,
,1985,TUN,Africa,7329594,,,,,,,,,,,,,,,,,,
,1986,TUN,Africa,7517858,,,,,,,,,,,,,,,,,,
,1987,TUN,Africa,7700736,,,,,,,,,,,,,,,,,,
,1988,TUN,Africa,7880332,,,,,,,,,,,,,,,,,,
,1989,TUN,Africa,8060210,,,,,,,,,,,,,,,,,,
,1990,TUN,Africa,8242496,,,,,,,,,,,,,,,,,,
,1991,TUN,Africa,8427857,,,,,,,,,,,,,,,,,,
,1992,TUN,Africa,8613861,,,,,,,,,,,,,,,,,,
,1993,TUN,Africa,8795932,,,,,,,,,,,,,,,,,,
,1994,TUN,Africa,8967916,,,,,,,,,,,,,,,,,,
,1995,TUN,Africa,9125398,,,,,,,,,,,,,,,,,,
,1996,TUN,Africa,9267340,,,,,,,,,,,,,,,,,,
,1997,TUN,Africa,9395123,,,,,,,,,,,,,,,,,,
,1998,TUN,Africa,9509857,,,,,,,,,,,,,,,,,,
,1999,TUN,Africa,9613588,,,,,,,,,,,,,,,,,,
,2000,TUN,Africa,9708350,,,,,,,,,,,,,,,,,,
,2001,TUN,Africa,9793903,,,,,,,,,,,,,,,,,,
,2002,TUN,Africa,9871251,,,,,,,,,,,,,,,,,,
,2003,TUN,Africa,9945277,,,,,,,,,,,,,,,,,,
,2004,TUN,Africa,10022277,,,,,,,,,,,,,,,,,,
,2005,TUN,Africa,10106771,,,,,,,,,,,,,,,,,,
,2006,TUN,Africa,10201214,,,,,,,,,,,,,,,,,,
,2007,TUN,Africa,10304726,,,,,,,,,,,,,,,,,,
,2008,TUN,Africa,10414433,,,,,,,,,,,,,,,,,,
,2009,TUN,Africa,10525694,,,,,,,,,,,,,,,,,,
,2010,TUN,Africa,10635244,,,,,,,,,,,,,,,,,,
,2011,TUN,Africa,10741880,,,,,,,,,,,,,,,,,,
,2012,TUN,Africa,10847002,,,,,,,,,,,,,,,,,,
,2013,TUN,Africa,10952951,,,,,,,,,,,,,,,,,,
,2014,TUN,Africa,11063201,,,,,,,,,,,,,,,,,,
,2015,TUN,Africa,11179949,,,,,,,,,,,,,,,,,,
,2016,TUN,Africa,11303946,,,,,,,,,,,,,,,,,,
,2017,TUN,Africa,11433443,,,,,,,,,,,,,,,,,,
,2018,TUN,Africa,11565204,,,,,,,,,,,,,,,,,,
Turkey,1960,TUR,Asia,27472345,,,,,,,,,,,,,,,,,,
,1961,TUR,Asia,28146910,,,,,,,,,,,,,,,,,,
,1962,TUR,Asia,28832827,,,,,,,,,,,,,,,,,,
,1963,TUR,Asia,29531365,,,,,,,,,,,,,,,,,,
,1964,TUR,Asia,30244261,,,,,,,,,,,,,,,,,,
,1965,TUR,Asia,30972994,,90.66821287,41.98874444,42.6821,0,5.734210526,0,0,0,,,,,,,,,
,1966,TUR,Asia,31717507,,104.0869788,50.11611139,47.49692,0,6.152894737,0,0,0,,,,,,,,,
,1967,TUR,Asia,32477992,,107.6715618,58.84780389,42.1006,0,6.267894737,0,0,0,,,,,,,,,
,1968,TUR,Asia,33256464,,125.2931617,70.70332222,45.76405,0,8.354736842,0,0,0,,,,,,,,,
,1969,TUR,Asia,34055390,,136.8060665,78.65871917,48.6134,0,9.065526316,0,0,0,,,,,,,,,
,1970,TUR,Asia,34876303,,145.6028789,83.33808417,53.8469,0,7.981052632,0,0,0,,,,,,,,,
,1971,TUR,Asia,35720599,,161.4433665,98.78930333,55.3588,0,6.868947368,0,0,0,,,,,,,,,
,1972,TUR,Asia,36587261,,180.2851077,111.9864361,59.40604,0,8.432105263,0,0,0,,,,,,,,,
,1973,TUR,Asia,37472336,,204.6451645,136.5554608,60.72023,0,6.851052632,0,0,0,,,,,,,,,
,1974,TUR,Asia,38370283,,208.4683611,132.8713517,66.22122,0,8.831052632,0,0,0,,,,,,,,,
,1975,TUR,Asia,39277258,,231.6415793,146.7586525,68.76819,0,15.53578947,0,0,0,,,,,,,,,
,1976,TUR,Asia,40189567,,260.3794052,165.7758836,72.14089,0,22.03894737,0,0,0,,,,,,,,,
,1977,TUR,Asia,41108297,,285.171944,187.7122456,74.32733,0,22.55868421,0,0,0,,,,,,,,,
,1978,TUR,Asia,42039992,,301.4092523,201.0745428,75.40892,0,24.56526316,0,0,0,,,,,,,,,
,1979,TUR,Asia,42994041,,283.8324946,179.0935131,77.28135,0,27.07605263,0,0,0,,,,,,,,,
,1980,TUR,Asia,43975971,,294.7286781,182.7016792,81.80542,0,29.86368421,0,0,0,,,,,,,,,
,1981,TUR,Asia,44988414,,297.0223568,180.02922,83.5034,0,33.20026316,0,0,0,,,,,,,,,
,1982,TUR,Asia,46025411,,324.0712611,192.6778692,93.77269,0.3399125,37.28078947,0,0,0,,,,,,,,,
,1983,TUR,Asia,47073472,,336.0213869,202.6173914,103.18136,0.373425,29.84921053,0,0,0,,,,,,,,,
,1984,TUR,Asia,48114155,,353.3303002,201.6364539,115.93947,0.36385,35.33236842,0,0,0,,,,,,,,,
,1985,TUR,Asia,49133937,,382.1717922,211.2089325,138.78079,0.469175,31.69710526,0,0,0,,,,,,,,,
,1986,TUR,Asia,50128541,,416.8304149,228.7444839,152.72516,4.00235,31.24368421,0,0,0,,,,,,,,,
,1987,TUR,Asia,51100924,,473.5231976,258.1401486,161.23832,4.99815,48.99421053,0,0,0,,,,,,,,,
,1988,TUR,Asia,52053765,,517.9500598,274.3424319,155.88852,11.35595,76.18315789,0,0,0,,,,,,,,,
,1989,TUR,Asia,52992487,,511.7619819,258.5266464,175.67115,30.189975,47.20947368,0,0,0,,,,,,,,,
,1990,TUR,Asia,53921760,,554.4491449,274.5052036,186.52194,32.296475,60.91473684,0,0,0,,,,,,,,,
,1991,TUR,Asia,54840590,,566.3009075,267.4723228,199.25679,39.5639,59.69289474,0,0,0,,,,,,,,,
,1992,TUR,Asia,55748948,,594.6136475,282.5664478,198.53573,43.288575,69.91578947,0,0,0,,,,,,,,,
,1993,TUR,Asia,56653804,,644.5794405,323.7594553,183.70748,47.4154,89.34447368,0,0,0,,,,,,,,,
,1994,TUR,Asia,57564204,,624.9498125,309.5860817,184.25409,50.278325,80.48921053,0,0,0,,,,,,,,,
,1995,TUR,Asia,58486456,,698.8679117,347.1479967,192.33694,65.042975,93.52868421,0,0,0,,,,,,,,,
,1996,TUR,Asia,59423282,,761.8200033,362.5716369,216.35289,75.69995,106.5136842,0,0,0,,,,,,,,,
,1997,TUR,Asia,60372568,,797.6455048,357.1014803,241.69466,93.078575,104.7792105,0,0,0,,,,,,,,,
,1998,TUR,Asia,61329676,,817.5707972,356.4585964,250.76606,98.344825,111.1289474,0,0,0.014473684,,,,,,,,,
,1999,TUR,Asia,62287397,,798.2283097,354.8018186,232.99542,118.55765,91.25657895,0,0,0.053947368,,,,,,,,,
,2000,TUR,Asia,63240194,,854.511031,371.8375194,261.22143,139.46945,81.25921053,0,0,0.087894737,,,,,,,,,
,2001,TUR,Asia,64192243,,778.139404,346.0043311,214.60839,153.458525,63.18394737,0,0,0.164210526,,,,,,,,,
,2002,TUR,Asia,65145367,,849.8527404,369.9281372,224.14499,166.39435,88.64157895,0,0,0.126315789,,,,,,,,,
,2003,TUR,Asia,66089402,,900.7267306,364.5803006,242.09008,200.48135,92.97236842,0,0,0.161578947,,,,,,,,,
,2004,TUR,Asia,67010930,,963.1854628,372.7711828,256.86018,211.6841,121.2728947,0,0,0.151842105,,,,,,,,,
,2005,TUR,Asia,67903469,,987.5364868,368.018465,257.68591,257.232375,104.1065789,0,0,0.155263158,,,,,,,,,
,2006,TUR,Asia,68756810,,1096.342192,382.8732717,304.33384,291.970475,116.4321053,0,0,0.343421053,,,,,,,,,
,2007,TUR,Asia,69581848,,1167.217493,389.7049897,342.66632,338.907125,94.34421053,0,0,0.923947368,,,,,,,,,
,2008,TUR,Asia,70418604,,1172.232698,384.4672772,344.20148,352.982375,87.55210526,0,0,2.227631579,,,,,,,,,
,2009,TUR,Asia,71321399,,1188.117537,391.1804014,359.34374,337.221925,94.62736842,0,0,3.935184211,,,,,,,,,
,2010,TUR,Asia,72326988,,1251.74639,381.2925619,365.62394,358.210325,136.3038421,0,0.006315789,7.674815789,,,,,,,,,
,2011,TUR,Asia,73443863,,1338.57595,373.2655142,394.010444,418.398775,137.7330526,0,0.007530364,12.43131579,,,,,,,,,
,2012,TUR,Asia,74653016,,1422.202363,392.9383894,424.43685,433.19215,152.2763421,0,0.011204703,15.42302632,,,,,,,,,
,2013,TUR,Asia,75928564,,1413.259015,424.32646,367.0916456,439.66485,156.3697632,0,0.017854251,19.88802632,,,,,,,,,
,2014,TUR,Asia,77231907,,1458.283903,433.1766322,420.14538,466.465275,106.9597368,0,0.045789474,22.42118421,,,,,,,,,
,2015,TUR,Asia,78529409,,1595.537423,511.7683653,404.0260721,459.590425,176.6995789,0,0.510842105,30.66439474,,,,,,,,,
,2016,TUR,Asia,79821724,,1681.505198,551.7138575,447.260177,445.046,176.9233769,0,2.745100729,40.83443907,,,,,,,,,
,2017,TUR,Asia,81101892,,1776.013214,571.7808773,458.9118247,515.680775,153.2065789,0,7.603421053,47.11526316,,,,,,,,,
,2018,TUR,Asia,82319724,,1785.673548,564.8038567,492.0496222,472.98202,156.6270546,0,20.76498442,52.17288684,,,,,,,,,
Turkmenistan,1960,TKM,Asia,1603258,,,,,,,,,,,,,,,,,,
,1961,TKM,Asia,1658362,,,,,,,,,,,,,,,,,,
,1962,TKM,Asia,1715408,,,,,,,,,,,,,,,,,,
,1963,TKM,Asia,1773853,,,,,,,,,,,,,,,,,,
,1964,TKM,Asia,1833064,,,,,,,,,,,,,,,,,,
,1965,TKM,Asia,1892599,,,,,,,,,,,,,,,,,,
,1966,TKM,Asia,1952141,,,,,,,,,,,,,,,,,,
,1967,TKM,Asia,2011764,,,,,,,,,,,,,,,,,,
,1968,TKM,Asia,2071790,,,,,,,,,,,,,,,,,,
,1969,TKM,Asia,2132802,,,,,,,,,,,,,,,,,,
,1970,TKM,Asia,2195175,,,,,,,,,,,,,,,,,,
,1971,TKM,Asia,2258965,,,,,,,,,,,,,,,,,,
,1972,TKM,Asia,2324015,,,,,,,,,,,,,,,,,,
,1973,TKM,Asia,2390216,,,,,,,,,,,,,,,,,,
,1974,TKM,Asia,2457384,,,,,,,,,,,,,,,,,,
,1975,TKM,Asia,2525364,,,,,,,,,,,,,,,,,,
,1976,TKM,Asia,2594313,,,,,,,,,,,,,,,,,,
,1977,TKM,Asia,2664258,,,,,,,,,,,,,,,,,,
,1978,TKM,Asia,2734895,,,,,,,,,,,,,,,,,,
,1979,TKM,Asia,2805819,,,,,,,,,,,,,,,,,,
,1980,TKM,Asia,2876808,,,,,,,,,,,,,,,,,,
,1981,TKM,Asia,2947779,,,,,,,,,,,,,,,,,,
,1982,TKM,Asia,3019066,,,,,,,,,,,,,,,,,,
,1983,TKM,Asia,3091513,,,,,,,,,,,,,,,,,,
,1984,TKM,Asia,3166221,,,,,,,,,,,,,,,,,,
,1985,TKM,Asia,3244018,,144.6885108,57.59935748,3.74486,81.75098328,1.59331,0,0,0,,,,,,,,,
,1986,TKM,Asia,3324458,,178.3776574,41.9318485,3.74486,132.4218289,0.27912,0,0,0,,,,,,,,,
,1987,TKM,Asia,3407321,,179.2910088,41.88782214,3.74486,131.5416667,2.11666,0,0,0,,,,,,,,,
,1988,TKM,Asia,3493895,,181.0025274,41.85754418,3.20988,133.3067232,2.62838,0,0,0,,,,,,,,,
,1989,TKM,Asia,3585868,,183.5607223,41.81501169,3.74486,137.7217306,0.27912,0,0,0,,,,,,,,,
,1990,TKM,Asia,3683967,,153.7203664,54.81685073,4.27984,92.78613569,1.83754,0,0,0,,,,,,,,,
,1991,TKM,Asia,3789185,,157.8195191,61.30594895,3.74486,90.93117011,1.83754,0,0,0,,,,,,,,,
,1992,TKM,Asia,3899843,,60.67867632,59.06321,1.60494,0,0.010526316,0,0,0,,,,,,,,,
,1993,TKM,Asia,4010789,,122.2914793,33.98763806,0,88.29068338,0.013157895,0,0,0,,,,,,,,,
,1994,TKM,Asia,4115102,,130.4523887,34.15264056,0.05815,96.23107178,0.010526316,0,0,0,,,,,,,,,
,1995,TKM,Asia,4207841,,107.3787397,31.38897194,0.05815,75.92109145,0.010526316,0,0,0,,,,,,,,,
,1996,TKM,Asia,4287346,,156.4080804,36.5099425,0.53498,119.35,0.013157895,0,0,0,,,,,,,,,
,1997,TKM,Asia,4355116,,119.7677718,35.72836389,0,84.02625,0.013157895,0,0,0,,,,,,,,,
,1998,TKM,Asia,4413479,,149.133535,45.84149556,0,103.27625,0.015789474,0,0,0,,,,,,,,,
,1999,TKM,Asia,4466135,,142.3553171,50.03840917,0,92.30375,0.013157895,0,0,0,,,,,,,,,
,2000,TKM,Asia,4516133,,119.8242143,48.20105639,0,71.61,0.013157895,0,0,0,,,,,,,,,
,2001,TKM,Asia,4564083,,151.2356922,46.0265475,0,105.20125,0.007894737,0,0,0,,,,,,,,,
,2002,TKM,Asia,4610005,,127.5640214,52.57737667,0,74.97875,0.007894737,0,0,0,,,,,,,,,
,2003,TKM,Asia,4655743,,176.1175689,59.93592417,0,116.17375,0.007894737,0,0,0,,,,,,,,,
,2004,TKM,Asia,4703401,,174.4054733,59.86007861,0,114.5375,0.007894737,0,0,0,,,,,,,,,
,2005,TKM,Asia,4754646,,176.59948,60.12908528,0,116.4625,0.007894737,0,0,0,,,,,,,,,
,2006,TKM,Asia,4810109,,178.46175,58.52635528,0,119.9275,0.007894737,0,0,0,,,,,,,,,
,2007,TKM,Asia,4870141,,173.1714286,61.51353389,0,111.65,0.007894737,0,0,0,,,,,,,,,
,2008,TKM,Asia,4935767,,142.0546875,63.12179278,0,78.925,0.007894737,0,0,0,,,,,,,,,
,2009,TKM,Asia,5007954,,231.6003192,60.45992444,0,171.1325,0.007894737,0,0,0,,,,,,,,,
,2010,TKM,Asia,5087213,,249.5653983,66.83822611,0,182.7188577,0.007894737,0,0.000419737,0,,,,,,,,,
,2011,TKM,Asia,5174085,,276.9895773,69.63582056,0,207.3525548,0,0,0.001201974,0,,,,,,,,,
,2012,TKM,Asia,5267900,,301.9568133,72.56981,0,229.3844206,0,0,0.002582714,0,,,,,,,,,
,2013,TKM,Asia,5366375,,268.2365938,74.91961333,0,193.3121154,0,0,0.004865132,0,,,,,,,,,
,2014,TKM,Asia,5466328,,278.0297033,78.39153861,0,199.6299607,0,0,0.008203947,0,,,,,,,,,
,2015,TKM,Asia,5565287,,332.8145966,78.93781056,0,253.8630492,0,0,0.013736842,0,,,,,,,,,
,2016,TKM,Asia,5662372,,319.4448285,78.36466333,0,241.0617992,0,0,0.01836597,0,,,,,,,,,
,2017,TKM,Asia,5757669,,333.6461791,80.19793914,0,253.4299242,0,0,0.018315789,0,,,,,,,,,
,2018,TKM,Asia,5850908,,366.3974046,82.45578503,0,283.9233038,0,0,0.018315789,0,,,,,,,,,
Turks and Caicos Islands,1960,TCA,North America,5824,,,,,,,,,,,,,,,,,,
,1961,TCA,North America,5874,,,,,,,,,,,,,,,,,,
,1962,TCA,North America,5884,,,,,,,,,,,,,,,,,,
,1963,TCA,North America,5870,,,,,,,,,,,,,,,,,,
,1964,TCA,North America,5848,,,,,,,,,,,,,,,,,,
,1965,TCA,North America,5823,,,,,,,,,,,,,,,,,,
,1966,TCA,North America,5791,,,,,,,,,,,,,,,,,,
,1967,TCA,North America,5764,,,,,,,,,,,,,,,,,,
,1968,TCA,North America,5744,,,,,,,,,,,,,,,,,,
,1969,TCA,North America,5773,,,,,,,,,,,,,,,,,,
,1970,TCA,North America,5841,,,,,,,,,,,,,,,,,,
,1971,TCA,North America,5971,,,,,,,,,,,,,,,,,,
,1972,TCA,North America,6157,,,,,,,,,,,,,,,,,,
,1973,TCA,North America,6381,,,,,,,,,,,,,,,,,,
,1974,TCA,North America,6606,,,,,,,,,,,,,,,,,,
,1975,TCA,North America,6827,,,,,,,,,,,,,,,,,,
,1976,TCA,North America,7015,,,,,,,,,,,,,,,,,,
,1977,TCA,North America,7198,,,,,,,,,,,,,,,,,,
,1978,TCA,North America,7385,,,,,,,,,,,,,,,,,,
,1979,TCA,North America,7613,,,,,,,,,,,,,,,,,,
,1980,TCA,North America,7888,,,,,,,,,,,,,,,,,,
,1981,TCA,North America,8235,,,,,,,,,,,,,,,,,,
,1982,TCA,North America,8654,,,,,,,,,,,,,,,,,,
,1983,TCA,North America,9104,,,,,,,,,,,,,,,,,,
,1984,TCA,North America,9556,,,,,,,,,,,,,,,,,,
,1985,TCA,North America,9970,,,,,,,,,,,,,,,,,,
,1986,TCA,North America,10357,,,,,,,,,,,,,,,,,,
,1987,TCA,North America,10724,,,,,,,,,,,,,,,,,,
,1988,TCA,North America,11093,,,,,,,,,,,,,,,,,,
,1989,TCA,North America,11548,,,,,,,,,,,,,,,,,,
,1990,TCA,North America,12111,,,,,,,,,,,,,,,,,,
,1991,TCA,North America,12811,,,,,,,,,,,,,,,,,,
,1992,TCA,North America,13632,,,,,,,,,,,,,,,,,,
,1993,TCA,North America,14526,,,,,,,,,,,,,,,,,,
,1994,TCA,North America,15407,,,,,,,,,,,,,,,,,,
,1995,TCA,North America,16216,,,,,,,,,,,,,,,,,,
,1996,TCA,North America,16926,,,,,,,,,,,,,,,,,,
,1997,TCA,North America,17567,,,,,,,,,,,,,,,,,,
,1998,TCA,North America,18232,,,,,,,,,,,,,,,,,,
,1999,TCA,North America,19065,,,,,,,,,,,,,,,,,,
,2000,TCA,North America,20164,,,,,,,,,,,,,,,,,,
,2001,TCA,North America,21573,,,,,,,,,,,,,,,,,,
,2002,TCA,North America,23232,,,,,,,,,,,,,,,,,,
,2003,TCA,North America,25011,,,,,,,,,,,,,,,,,,
,2004,TCA,North America,26700,,,,,,,,,,,,,,,,,,
,2005,TCA,North America,28180,,,,,,,,,,,,,,,,,,
,2006,TCA,North America,29391,,,,,,,,,,,,,,,,,,
,2007,TCA,North America,30385,,,,,,,,,,,,,,,,,,
,2008,TCA,North America,31202,,,,,,,,,,,,,,,,,,
,2009,TCA,North America,31934,,,,,,,,,,,,,,,,,,
,2010,TCA,North America,32660,,,,,,,,,,,,,,,,,,
,2011,TCA,North America,33377,,,,,,,,,,,,,,,,,,
,2012,TCA,North America,34066,,,,,,,,,,,,,,,,,,
,2013,TCA,North America,34731,,,,,,,,,,,,,,,,,,
,2014,TCA,North America,35369,,,,,,,,,,,,,,,,,,
,2015,TCA,North America,35981,,,,,,,,,,,,,,,,,,
,2016,TCA,North America,36559,,,,,,,,,,,,,,,,,,
,2017,TCA,North America,37115,,,,,,,,,,,,,,,,,,
,2018,TCA,North America,37665,,,,,,,,,,,,,,,,,,
Tuvalu,1960,TUV,Oceania,5323,,,,,,,,,,,,,,,,,,
,1961,TUV,Oceania,5335,,,,,,,,,,,,,,,,,,
,1962,TUV,Oceania,5340,,,,,,,,,,,,,,,,,,
,1963,TUV,Oceania,5343,,,,,,,,,,,,,,,,,,
,1964,TUV,Oceania,5356,,,,,,,,,,,,,,,,,,
,1965,TUV,Oceania,5386,,,,,,,,,,,,,,,,,,
,1966,TUV,Oceania,5438,,,,,,,,,,,,,,,,,,
,1967,TUV,Oceania,5511,,,,,,,,,,,,,,,,,,
,1968,TUV,Oceania,5597,,,,,,,,,,,,,,,,,,
,1969,TUV,Oceania,5670,,,,,,,,,,,,,,,,,,
,1970,TUV,Oceania,5735,,,,,,,,,,,,,,,,,,
,1971,TUV,Oceania,5766,,,,,,,,,,,,,,,,,,
,1972,TUV,Oceania,5790,,,,,,,,,,,,,,,,,,
,1973,TUV,Oceania,5822,,,,,,,,,,,,,,,,,,
,1974,TUV,Oceania,5905,,,,,,,,,,,,,,,,,,
,1975,TUV,Oceania,6060,,,,,,,,,,,,,,,,,,
,1976,TUV,Oceania,6323,,,,,,,,,,,,,,,,,,
,1977,TUV,Oceania,6650,,,,,,,,,,,,,,,,,,
